Index,X,Y,Z,Region,Description
265,5.799793,2.349546,2.204059,Lips,"Landmark 265 along the vermilion border, philtrum, or commissures of the lips."
266,2.844939,-0.720868,4.43313,Lips,"Landmark 266 along the vermilion border, philtrum, or commissures of the lips."
267,0.711452,-3.329355,5.877044,Lips,"Landmark 267 along the vermilion border, philtrum, or commissures of the lips."
268,0.606033,-3.924562,5.444923,Lips,"Landmark 268 along the vermilion border, philtrum, or commissures of the lips."
269,1.431615,-3.500953,5.496189,Lips,"Landmark 269 along the vermilion border, philtrum, or commissures of the lips."
270,1.91491,-3.803146,5.02893,Lips,"Landmark 270 along the vermilion border, philtrum, or commissures of the lips."
271,1.131043,-3.973937,5.189648,Lips,"Landmark 271 along the vermilion border, philtrum, or commissures of the lips."
272,1.563548,-4.082763,4.842263,Lips,"Landmark 272 along the vermilion border, philtrum, or commissures of the lips."
273,2.650112,-5.003649,4.188483,Lips,"Landmark 273 along the vermilion border, philtrum, or commissures of the lips."
274,0.427049,-1.094134,7.360529,Lips,"Landmark 274 along the vermilion border, philtrum, or commissures of the lips."
275,0.496396,-0.475659,7.440358,Lips,"Landmark 275 along the vermilion border, philtrum, or commissures of the lips."
276,5.253307,3.881582,3.363159,Lips,"Landmark 276 along the vermilion border, philtrum, or commissures of the lips."
277,1.718698,0.974609,4.558359,Lips,"Landmark 277 along the vermilion border, philtrum, or commissures of the lips."
278,1.608635,-0.942516,5.814193,Lips,"Landmark 278 along the vermilion border, philtrum, or commissures of the lips."
279,1.651267,-0.610868,5.581319,Lips,"Landmark 279 along the vermilion border, philtrum, or commissures of the lips."
280,4.765501,-0.701554,3.534632,Chin,Landmark 280 located on the mandibular symphysis or mental region of the chin.
281,0.478306,0.295766,7.101013,Chin,Landmark 281 located on the mandibular symphysis or mental region of the chin.
282,3.734964,4.50823,4.550454,Chin,Landmark 282 located on the mandibular symphysis or mental region of the chin.
283,4.588603,4.302037,4.048484,Chin,Landmark 283 located on the mandibular symphysis or mental region of the chin.
284,6.279331,6.615427,1.42585,Chin,Landmark 284 located on the mandibular symphysis or mental region of the chin.
285,1.220941,4.142165,5.106035,Chin,Landmark 285 located on the mandibular symphysis or mental region of the chin.
286,2.193489,3.100317,4.000575,Chin,Landmark 286 located on the mandibular symphysis or mental region of the chin.
287,3.102642,-4.352984,4.095905,Chin,Landmark 287 located on the mandibular symphysis or mental region of the chin.
288,6.719682,-4.788645,-1.745401,Chin,Landmark 288 located on the mandibular symphysis or mental region of the chin.
289,1.193824,-1.306795,5.737747,Chin,Landmark 289 located on the mandibular symphysis or mental region of the chin.
290,0.729766,-1.593712,5.833208,Chin,Landmark 290 located on the mandibular symphysis or mental region of the chin.
291,2.456206,-4.342621,4.283884,Chin,Landmark 291 located on the mandibular symphysis or mental region of the chin.
292,2.204823,-4.304508,4.162499,Chin,Landmark 292 located on the mandibular symphysis or mental region of the chin.
293,4.985894,4.802461,3.751977,Chin,Landmark 293 located on the mandibular symphysis or mental region of the chin.
294,1.592294,-1.257709,5.456949,Chin,Landmark 294 located on the mandibular symphysis or mental region of the chin.
295,2.644548,4.524654,4.921559,Chin,Landmark 295 located on the mandibular symphysis or mental region of the chin.
296,2.760292,5.100971,5.01599,Chin,Landmark 296 located on the mandibular symphysis or mental region of the chin.
297,3.523964,8.005976,3.729163,Chin,Landmark 297 located on the mandibular symphysis or mental region of the chin.
298,5.599763,5.71547,2.724259,Chin,Landmark 298 located on the mandibular symphysis or mental region of the chin.
299,3.063932,6.566144,4.529981,Chin,Landmark 299 located on the mandibular symphysis or mental region of the chin.
300,5.720968,4.254584,2.830852,Chin,Landmark 300 located on the mandibular symphysis or mental region of the chin.
301,6.374393,4.78559,1.591691,Chin,Landmark 301 located on the mandibular symphysis or mental region of the chin.
302,0.672728,-3.688016,5.737804,Chin,Landmark 302 located on the mandibular symphysis or mental region of the chin.
303,1.26256,-3.787691,5.417779,Chin,Landmark 303 located on the mandibular symphysis or mental region of the chin.
304,1.732553,-3.952767,5.000579,Chin,Landmark 304 located on the mandibular symphysis or mental region of the chin.
305,1.043625,-1.464973,5.662455,Chin,Landmark 305 located on the mandibular symphysis or mental region of the chin.
306,2.321234,-4.329069,4.258156,Chin,Landmark 306 located on the mandibular symphysis or mental region of the chin.
307,2.056846,-4.477671,4.520883,Chin,Landmark 307 located on the mandibular symphysis or mental region of the chin.
308,2.153084,-4.276322,4.038093,Chin,Landmark 308 located on the mandibular symphysis or mental region of the chin.
309,0.946874,-1.035249,6.512274,Chin,Landmark 309 located on the mandibular symphysis or mental region of the chin.
310,1.469132,-4.036351,4.604908,Chin,Landmark 310 located on the mandibular symphysis or mental region of the chin.
311,1.02434,-3.989851,4.926693,Chin,Landmark 311 located on the mandibular symphysis or mental region of the chin.
312,0.533422,-3.993222,5.138202,Chin,Landmark 312 located on the mandibular symphysis or mental region of the chin.
313,0.76972,-6.095394,4.985883,Chin,Landmark 313 located on the mandibular symphysis or mental region of the chin.
314,0.699606,-5.29185,5.448304,Chin,Landmark 314 located on the mandibular symphysis or mental region of the chin.
315,0.669687,-4.94977,5.509612,Chin,Landmark 315 located on the mandibular symphysis or mental region of the chin.
316,0.630947,-4.695101,5.449371,Chin,Landmark 316 located on the mandibular symphysis or mental region of the chin.
317,0.583218,-4.517982,5.339869,Chin,Landmark 317 located on the mandibular symphysis or mental region of the chin.
318,1.53717,-4.423206,4.74547,Chin,Landmark 318 located on the mandibular symphysis or mental region of the chin.
319,1.6156,-4.475942,4.813632,Chin,Landmark 319 located on the mandibular symphysis or mental region of the chin.
320,1.729053,-4.61868,4.854463,Chin,Landmark 320 located on the mandibular symphysis or mental region of the chin.
321,1.838624,-4.828746,4.823737,Chin,Landmark 321 located on the mandibular symphysis or mental region of the chin.
322,2.36825,-3.106237,4.868096,Chin,Landmark 322 located on the mandibular symphysis or mental region of the chin.
323,7.542244,-1.049282,-2.431321,Chin,Landmark 323 located on the mandibular symphysis or mental region of the chin.
324,1.826614,-4.399531,4.399021,Chin,Landmark 324 located on the mandibular symphysis or mental region of the chin.
325,1.929558,-4.411831,4.497052,Chin,Landmark 325 located on the mandibular symphysis or mental region of the chin.
326,0.597442,-2.013686,5.866456,Chin,Landmark 326 located on the mandibular symphysis or mental region of the chin.
327,1.405627,-1.714196,5.241087,Chin,Landmark 327 located on the mandibular symphysis or mental region of the chin.
328,0.662449,-1.819321,5.863759,Chin,Landmark 328 located on the mandibular symphysis or mental region of the chin.
329,2.34234,0.572222,4.294303,Chin,Landmark 329 located on the mandibular symphysis or mental region of the chin.
330,3.327324,0.104863,4.11386,Jawline,Landmark 330 following the mandibular contour toward the angle of the jaw.
331,1.726175,-0.919165,5.273355,Jawline,Landmark 331 following the mandibular contour toward the angle of the jaw.
332,5.133204,7.485602,2.660442,Jawline,Landmark 332 following the mandibular contour toward the angle of the jaw.
333,4.538641,6.319907,3.683424,Jawline,Landmark 333 following the mandibular contour toward the angle of the jaw.
334,3.986562,5.109487,4.466315,Jawline,Landmark 334 following the mandibular contour toward the angle of the jaw.
335,2.169681,-5.440433,4.455874,Jawline,Landmark 335 following the mandibular contour toward the angle of the jaw.
336,1.395634,5.011963,5.316032,Jawline,Landmark 336 following the mandibular contour toward the angle of the jaw.
337,1.6195,6.599217,4.921106,Jawline,Landmark 337 following the mandibular contour toward the angle of the jaw.
338,1.891399,8.236377,4.274997,Jawline,Landmark 338 following the mandibular contour toward the angle of the jaw.
339,4.195832,2.235205,3.375099,Jawline,Landmark 339 following the mandibular contour toward the angle of the jaw.
340,5.733342,1.411738,2.431726,Jawline,Landmark 340 following the mandibular contour toward the angle of the jaw.
341,1.859887,2.355757,3.843181,Jawline,Landmark 341 following the mandibular contour toward the angle of the jaw.
342,4.988612,3.074654,3.083858,Jawline,Landmark 342 following the mandibular contour toward the angle of the jaw.
343,1.303263,1.416453,4.831091,Jawline,Landmark 343 following the mandibular contour toward the angle of the jaw.
344,1.305757,-0.672779,6.415959,Jawline,Landmark 344 following the mandibular contour toward the angle of the jaw.
345,6.46517,0.937119,1.689873,Jawline,Landmark 345 following the mandibular contour toward the angle of the jaw.
346,5.258659,0.945811,2.974312,Jawline,Landmark 346 following the mandibular contour toward the angle of the jaw.
347,4.432338,0.722096,3.522615,Jawline,Landmark 347 following the mandibular contour toward the angle of the jaw.
348,3.300681,0.861641,3.872784,Jawline,Landmark 348 following the mandibular contour toward the angle of the jaw.
349,2.430178,1.131492,4.039035,Jawline,Landmark 349 following the mandibular contour toward the angle of the jaw.
350,1.820731,1.467954,4.224124,Jawline,Landmark 350 following the mandibular contour toward the angle of the jaw.
351,0.563221,2.307693,5.566789,Jawline,Landmark 351 following the mandibular contour toward the angle of the jaw.
352,6.338145,-0.529279,1.881175,Jawline,Landmark 352 following the mandibular contour toward the angle of the jaw.
353,5.587698,3.208071,2.687839,Jawline,Landmark 353 following the mandibular contour toward the angle of the jaw.
354,0.242624,-1.462857,7.071491,Jawline,Landmark 354 following the mandibular contour toward the angle of the jaw.
355,1.611251,0.339326,4.895421,Jawline,Landmark 355 following the mandibular contour toward the angle of the jaw.
356,7.743095,2.364999,-2.005167,Jawline,Landmark 356 following the mandibular contour toward the angle of the jaw.
357,1.391142,1.851048,4.448999,Jawline,Landmark 357 following the mandibular contour toward the angle of the jaw.
358,1.785794,-0.978284,4.85047,Jawline,Landmark 358 following the mandibular contour toward the angle of the jaw.
359,4.670959,2.664461,3.084075,Jawline,Landmark 359 following the mandibular contour toward the angle of the jaw.
360,1.33397,-0.283761,6.097047,Jawline,Landmark 360 following the mandibular contour toward the angle of the jaw.
361,7.270895,-2.890917,-2.252455,Jawline,Landmark 361 following the mandibular contour toward the angle of the jaw.
362,1.856432,2.585245,3.757904,Jawline,Landmark 362 following the mandibular contour toward the angle of the jaw.
363,0.923388,0.073076,6.671944,Jawline,Landmark 363 following the mandibular contour toward the angle of the jaw.
364,5.000589,-6.135128,1.892523,Jawline,Landmark 364 following the mandibular contour toward the angle of the jaw.
365,5.085276,-7.17859,0.714711,Jawline,Landmark 365 following the mandibular contour toward the angle of the jaw.
366,7.159291,-0.81182,-0.072044,Jawline,Landmark 366 following the mandibular contour toward the angle of the jaw.
367,5.843051,-5.248023,0.924091,Jawline,Landmark 367 following the mandibular contour toward the angle of the jaw.
368,6.847258,3.662916,0.724695,Jawline,Landmark 368 following the mandibular contour toward the angle of the jaw.
369,2.412942,-8.258853,4.119213,Jawline,Landmark 369 following the mandibular contour toward the angle of the jaw.
370,0.179909,-1.689864,6.573301,Jawline,Landmark 370 following the mandibular contour toward the angle of the jaw.
371,2.103655,-0.163946,4.566119,Jawline,Landmark 371 following the mandibular contour toward the angle of the jaw.
372,6.407571,2.236021,1.560843,Jawline,Landmark 372 following the mandibular contour toward the angle of the jaw.
373,3.670075,2.360153,3.63523,Jawline,Landmark 373 following the mandibular contour toward the angle of the jaw.
374,3.177186,2.294265,3.775704,Jawline,Landmark 374 following the mandibular contour toward the angle of the jaw.
375,2.196121,-4.598322,4.479786,Jawline,Landmark 375 following the mandibular contour toward the angle of the jaw.
376,6.234883,-1.94443,1.663542,Jawline,Landmark 376 following the mandibular contour toward the angle of the jaw.
377,1.292924,-9.29592,4.094063,Jawline,Landmark 377 following the mandibular contour toward the angle of the jaw.
378,3.210651,-8.533278,2.802001,Jawline,Landmark 378 following the mandibular contour toward the angle of the jaw.
379,4.068926,-7.993109,1.925119,Jawline,Landmark 379 following the mandibular contour toward the angle of the jaw.
380,2.724032,2.315802,3.777151,Jawline,Landmark 380 following the mandibular contour toward the angle of the jaw.
381,2.28846,2.398891,3.697603,Jawline,Landmark 381 following the mandibular contour toward the angle of the jaw.
382,1.998311,2.496547,3.689148,Jawline,Landmark 382 following the mandibular contour toward the angle of the jaw.
383,6.13004,3.399261,2.038516,Jawline,Landmark 383 following the mandibular contour toward the angle of the jaw.
384,2.28846,2.886504,3.775031,Jawline,Landmark 384 following the mandibular contour toward the angle of the jaw.
385,2.724032,2.96181,3.871767,Jawline,Landmark 385 following the mandibular contour toward the angle of the jaw.
386,3.177186,2.964136,3.876973,Jawline,Landmark 386 following the mandibular contour toward the angle of the jaw.
387,3.670075,2.927714,3.724325,Jawline,Landmark 387 following the mandibular contour toward the angle of the jaw.
388,4.018389,2.857357,3.482983,Jawline,Landmark 388 following the mandibular contour toward the angle of the jaw.
389,7.555811,4.106811,-0.991917,Jawline,Landmark 389 following the mandibular contour toward the angle of the jaw.
390,4.018389,2.483695,3.440898,Jawline,Landmark 390 following the mandibular contour toward the angle of the jaw.
391,1.776217,-2.683946,5.213116,Jawline,Landmark 391 following the mandibular contour toward the angle of the jaw.
392,1.222237,-1.182444,5.952465,Jawline,Landmark 392 following the mandibular contour toward the angle of the jaw.
393,0.731493,-2.536683,5.815343,Jawline,Landmark 393 following the mandibular contour toward the angle of the jaw.
394,4.135272,-6.996638,2.67197,Jawline,Landmark 394 following the mandibular contour toward the angle of the jaw.
395,3.311811,-7.660815,3.382963,Jawline,Landmark 395 following the mandibular contour toward the angle of the jaw.
396,1.313701,-8.639995,4.702456,Jawline,Landmark 396 following the mandibular contour toward the angle of the jaw.
397,5.940524,-6.223629,-0.631468,Jawline,Landmark 397 following the mandibular contour toward the angle of the jaw.
398,1.998311,2.743838,3.74403,Jawline,Landmark 398 following the mandibular contour toward the angle of the jaw.
399,0.901447,1.236992,5.754256,Jawline,Landmark 399 following the mandibular contour toward the angle of the jaw.
400,2.308977,-8.974196,3.60907,Jawline,Landmark 400 following the mandibular contour toward the angle of the jaw.
401,6.954154,-2.439843,-0.131163,Jawline,Landmark 401 following the mandibular contour toward the angle of the jaw.
402,1.098819,-4.458788,5.120727,Jawline,Landmark 402 following the mandibular contour toward the angle of the jaw.
403,1.181124,-4.579996,5.189564,Jawline,Landmark 403 following the mandibular contour toward the angle of the jaw.
404,1.255818,-4.787901,5.237051,Jawline,Landmark 404 following the mandibular contour toward the angle of the jaw.
405,1.325085,-5.106507,5.20501,Jawline,Landmark 405 following the mandibular contour toward the angle of the jaw.
406,1.546388,-5.819392,4.757893,Jawline,Landmark 406 following the mandibular contour toward the angle of the jaw.
407,1.953754,-4.183892,4.431713,Jawline,Landmark 407 following the mandibular contour toward the angle of the jaw.
408,2.117802,-4.137093,4.555096,Jawline,Landmark 408 following the mandibular contour toward the angle of the jaw.
409,2.285339,-4.051196,4.582438,Jawline,Landmark 409 following the mandibular contour toward the angle of the jaw.
410,2.85016,-3.66572,4.484994,Jawline,Landmark 410 following the mandibular contour toward the angle of the jaw.
411,5.278538,-2.238942,2.861224,Jawline,Landmark 411 following the mandibular contour toward the angle of the jaw.
412,0.946709,1.907628,5.196779,Jawline,Landmark 412 following the mandibular contour toward the angle of the jaw.
413,1.314173,3.104912,4.231404,Jawline,Landmark 413 following the mandibular contour toward the angle of the jaw.
414,1.78,2.86,3.881555,Jawline,Landmark 414 following the mandibular contour toward the angle of the jaw.
415,1.84511,-4.09888,4.247264,Jawline,Landmark 415 following the mandibular contour toward the angle of the jaw.
416,5.436187,-4.030482,2.109852,Jawline,Landmark 416 following the mandibular contour toward the angle of the jaw.
417,0.766444,3.182131,4.861453,Jawline,Landmark 417 following the mandibular contour toward the angle of the jaw.
418,1.938616,-6.61441,4.521085,Jawline,Landmark 418 following the mandibular contour toward the angle of the jaw.
419,0.516573,1.583572,6.148363,Jawline,Landmark 419 following the mandibular contour toward the angle of the jaw.
420,1.246815,0.230297,5.681036,Jawline,Landmark 420 following the mandibular contour toward the angle of the jaw.
421,0.997827,-6.930921,4.979576,Jawline,Landmark 421 following the mandibular contour toward the angle of the jaw.
422,3.288807,-5.382514,3.795752,Jawline,Landmark 422 following the mandibular contour toward the angle of the jaw.
423,2.311631,-1.566237,4.590085,Jawline,Landmark 423 following the mandibular contour toward the angle of the jaw.
424,2.68025,-6.111567,4.096152,Jawline,Landmark 424 following the mandibular contour toward the angle of the jaw.
425,3.832928,-1.537326,4.137731,Jawline,Landmark 425 following the mandibular contour toward the angle of the jaw.
426,2.96186,-2.274215,4.440943,Jawline,Landmark 426 following the mandibular contour toward the angle of the jaw.
427,4.386901,-2.683286,3.643886,Jawline,Landmark 427 following the mandibular contour toward the angle of the jaw.
428,1.217295,-7.834465,4.969286,Jawline,Landmark 428 following the mandibular contour toward the angle of the jaw.
429,1.542374,-0.136843,5.201008,Jawline,Landmark 429 following the mandibular contour toward the angle of the jaw.
430,3.878377,-6.041764,3.311079,Jawline,Landmark 430 following the mandibular contour toward the angle of the jaw.
431,3.084037,-6.809842,3.814195,Jawline,Landmark 431 following the mandibular contour toward the angle of the jaw.
432,3.747321,-4.503545,3.726453,Jawline,Landmark 432 following the mandibular contour toward the angle of the jaw.
433,6.094129,-3.205991,1.473482,Jawline,Landmark 433 following the mandibular contour toward the angle of the jaw.
434,4.588995,-4.728726,2.983221,Jawline,Landmark 434 following the mandibular contour toward the angle of the jaw.
435,6.583231,-3.941269,0.070268,Jawline,Landmark 435 following the mandibular contour toward the angle of the jaw.
436,3.49258,-3.19582,4.130198,Jawline,Landmark 436 following the mandibular contour toward the angle of the jaw.
437,1.255543,0.802341,5.307551,Jawline,Landmark 437 following the mandibular contour toward the angle of the jaw.
438,1.126122,-0.933602,6.538785,Jawline,Landmark 438 following the mandibular contour toward the angle of the jaw.
439,1.443109,-1.142774,5.905127,Jawline,Landmark 439 following the mandibular contour toward the angle of the jaw.
440,0.923043,-0.529042,7.003423,Jawline,Landmark 440 following the mandibular contour toward the angle of the jaw.
441,1.755386,3.529117,4.327696,Jawline,Landmark 441 following the mandibular contour toward the angle of the jaw.
442,2.632589,3.713828,4.364629,Jawline,Landmark 442 following the mandibular contour toward the angle of the jaw.
443,3.388062,3.721976,4.309028,Jawline,Landmark 443 following the mandibular contour toward the angle of the jaw.
444,4.075766,3.675413,4.076063,Jawline,Landmark 444 following the mandibular contour toward the angle of the jaw.
445,4.62291,3.474691,3.646321,Jawline,Landmark 445 following the mandibular contour toward the angle of the jaw.
446,5.171755,2.535753,2.670867,Jawline,Landmark 446 following the mandibular contour toward the angle of the jaw.
447,7.297331,0.763172,-0.048769,Jawline,Landmark 447 following the mandibular contour toward the angle of the jaw.
448,4.706828,1.651,3.109532,Jawline,Landmark 448 following the mandibular contour toward the angle of the jaw.
449,4.071712,1.476821,3.476944,Jawline,Landmark 449 following the mandibular contour toward the angle of the jaw.
450,3.269817,1.470659,3.731945,Jawline,Landmark 450 following the mandibular contour toward the angle of the jaw.
451,2.527572,1.617311,3.865444,Jawline,Landmark 451 following the mandibular contour toward the angle of the jaw.
452,1.970894,1.858505,3.961782,Jawline,Landmark 452 following the mandibular contour toward the angle of the jaw.
453,1.579543,2.097941,4.084996,Jawline,Landmark 453 following the mandibular contour toward the angle of the jaw.
454,7.664182,0.673132,-2.435867,Jawline,Landmark 454 following the mandibular contour toward the angle of the jaw.
455,1.397041,-1.340139,5.630378,Jawline,Landmark 455 following the mandibular contour toward the angle of the jaw.
456,0.884838,0.65874,6.233232,Jawline,Landmark 456 following the mandibular contour toward the angle of the jaw.
457,0.767097,-0.968035,7.077932,Jawline,Landmark 457 following the mandibular contour toward the angle of the jaw.
458,0.460213,-1.334106,6.787447,Jawline,Landmark 458 following the mandibular contour toward the angle of the jaw.
459,0.748618,-1.067994,6.798303,Jawline,Landmark 459 following the mandibular contour toward the angle of the jaw.
460,1.236408,-1.585568,5.48049,Jawline,Landmark 460 following the mandibular contour toward the angle of the jaw.
461,0.387306,-1.40999,6.957705,Jawline,Landmark 461 following the mandibular contour toward the angle of the jaw.
462,0.319925,-1.607931,6.508676,Jawline,Landmark 462 following the mandibular contour toward the angle of the jaw.
463,1.639633,2.556298,3.863736,Jawline,Landmark 463 following the mandibular contour toward the angle of the jaw.
464,1.255645,2.467144,4.2038,Jawline,Landmark 464 following the mandibular contour toward the angle of the jaw.
465,1.031362,2.382663,4.615849,Jawline,Landmark 465 following the mandibular contour toward the angle of the jaw.
466,4.253081,2.772296,3.315305,Jawline,Landmark 466 following the mandibular contour toward the angle of the jaw.
467,4.53,2.91,3.339685,Jawline,Landmark 467 following the mandibular contour toward the angle of the jaw.
468,-3.18175,2.635786,3.826339,Right Iris,"Superior margin of the right iris, corresponding to the uppermost visible boundary of the iris."
469,-2.58175,2.635786,3.824459,Right Iris,"Temporal margin of the right iris, corresponding to the lateral boundary of the iris."
470,-3.18175,3.235786,3.876973,Right Iris,"Inferior margin of the right iris, corresponding to the lowest visible boundary of the iris."
471,-3.78175,2.635786,3.679778,Right Iris,"Nasal margin of the right iris, corresponding to the medial boundary of the iris."
472,-3.18175,2.035786,3.775704,Right Iris,Center of the right iris (pupillary midpoint).
473,3.181751,2.635786,3.826339,Left Iris,"Superior margin of the left iris, corresponding to the uppermost visible boundary of the iris."
474,3.781751,2.635786,3.679777,Left Iris,"Temporal margin of the left iris, corresponding to the lateral boundary of the iris."
475,3.181751,3.235786,3.876973,Left Iris,"Inferior margin of the left iris, corresponding to the lowest visible boundary of the iris."
476,2.581751,2.635786,3.824459,Left Iris,"Nasal margin of the left iris, corresponding to the medial boundary of the iris."
477,3.181751,2.035786,3.775704,Left Iris,Center of the left iris (pupillary midpoint).
